id,user_id,product_id,quantity
3157,101,742,1
3158,480,873,1
3159,101,1731,3
3160,465,1066,1
3161,374,593,2
3162,210,1508,5
3163,167,698,5
3164,161,1551,4
3165,448,1968,5
3166,145,104,4
3167,323,1534,4
3168,337,440,1
3169,469,139,5
3170,73,402,5
3171,116,609,3
3172,250,1029,4
3173,171,1101,5
3174,19,1668,4
3175,24,947,3
3176,449,1060,4
3177,304,694,3
3178,302,200,5
3179,182,5,1
3180,237,1096,1
3181,409,1254,3
3182,486,329,4
3183,242,452,5
3184,17,1667,4
3185,195,765,2
3186,113,1082,4
3187,250,982,1
3188,334,1408,4
3189,160,1695,3
3190,103,1785,5
3191,318,481,2
3192,3,419,3
3193,137,1193,5
3194,411,1777,3
3195,104,399,4
3196,444,1745,2
3197,162,1041,3
3198,320,1820,3
3199,491,8,1
3200,330,1622,5
3201,132,1752,1
3202,215,1293,3
3203,407,1925,2
3204,291,1064,3
3205,317,1991,3
3206,426,182,5
3207,118,118,3
3208,430,966,3
3209,114,304,4
3210,452,1884,3
3211,296,1447,1
3212,419,1795,2
3213,373,886,2
3214,76,703,5
3215,156,1565,4
3216,466,1061,5
3217,373,1953,4
3218,456,282,3
3219,52,1414,3
3220,265,18,3
3221,74,1618,3
3222,486,1629,2
3223,257,7,3
3224,485,497,4
3225,245,309,2
3226,77,677,3
3227,48,1423,5
3228,211,37,1
3229,141,585,2
3230,456,169,5
3231,135,823,4
3232,367,719,4
3233,392,847,5
3234,345,1478,3
3235,345,727,2
3236,85,182,3
3237,376,1809,4
3238,218,938,3
3239,128,1577,2
3240,127,1918,1
3241,406,1157,5
3242,419,268,3
3243,87,1486,5
3244,311,1329,1
3245,348,579,4
3246,88,1385,2
3247,280,593,3
3248,166,1299,5
3249,294,169,4
3250,252,249,5
3251,208,249,1
3252,477,1065,4
3253,213,1318,2
3254,452,1788,2
3255,489,1634,4
3256,138,319,5
3257,173,913,3
3258,202,728,5
3259,244,193,5
3260,108,364,1
3261,465,1267,2
3262,363,1082,5
3263,224,1098,1
3264,366,1883,1
3265,416,1592,4
3266,96,1401,4
3267,198,378,2
3268,54,1223,1
3269,368,1293,5
3270,470,610,4
3271,474,551,2
3272,167,1243,4
3273,133,291,2
3274,129,768,3
3275,262,1799,1
3276,227,1583,4
3277,313,1493,3
3278,233,586,3
3279,328,918,4
3280,451,1443,2
3281,323,533,2
3282,47,1500,3
3283,8,1501,2
3284,492,449,2
3285,458,1389,3
3286,37,1815,5
3287,445,164,4
3288,61,1095,2
3289,252,170,4
3290,153,322,5
3291,58,1815,5
3292,27,1478,4
3293,176,630,3
3294,37,487,2
3295,51,1067,2
3296,461,227,2
3297,239,475,4
3298,138,775,5
3299,359,1947,4
3300,236,1454,2
3301,38,1400,2
3302,388,259,5
3303,245,1687,2
3304,341,1519,4
3305,494,1915,2
3306,216,785,1
3307,292,39,5
3308,169,1743,2
3309,159,567,2
3310,268,665,3
3311,80,1956,2
3312,104,1134,4
3313,359,305,2
3314,91,18,3
3315,68,1766,1
3316,113,1546,3
3317,364,1805,2
3318,254,172,1
3319,452,969,2
3320,151,491,5
3321,425,1046,2
3322,33,1711,5
3323,364,1099,3
3324,22,727,4
3325,481,797,4
3326,344,119,4
3327,7,1610,3
3328,404,1949,4
3329,124,937,2
3330,408,1415,3
3331,256,851,3
3332,283,1917,4
3333,248,1729,4
3334,190,556,2
3335,347,1405,3
3336,232,826,4
3337,97,1991,2
3338,225,253,2
3339,468,1277,4
3340,398,1284,2
3341,47,9,3
3342,256,109,1
3343,487,1610,5
3344,81,494,3
3345,179,901,1
3346,40,709,5
3347,294,1130,1
3348,217,1479,4
3349,164,929,5
3350,211,1573,4
3351,9,552,4
3352,12,711,2
3353,387,1610,2
3354,186,1048,5
3355,123,1681,4
3356,270,1271,5
3357,339,113,1
3358,68,832,2
3359,97,2000,5
3360,158,635,3
3361,216,1716,2
3362,449,339,3
3363,323,39,2
3364,394,583,4
3365,414,1598,2
3366,59,778,4
3367,147,1525,4
3368,287,822,5
3369,196,1199,2
3370,278,1116,4
3371,482,779,2
3372,88,462,4
3373,486,1583,3
3374,442,402,4
3375,383,1701,2
3376,390,888,1
3377,86,104,4
3378,59,1623,1
3379,233,1936,5
3380,486,1736,4
3381,478,182,5
3382,129,1120,5
3383,328,258,1
3384,429,875,1
3385,96,1425,3
3386,322,574,2
3387,84,126,2
3388,203,563,2
3389,12,1219,3
3390,353,479,2
3391,18,1369,5
3392,380,498,4
3393,225,1657,1
3394,340,1783,3
3395,174,1747,5
3396,342,1854,5
3397,3,900,5
3398,164,1698,4
3399,66,991,3
3400,423,1807,4
3401,98,1124,1
3402,287,349,4
3403,157,1765,2
3404,26,1137,1
3405,336,1050,4
3406,244,67,1
3407,378,1342,5
3408,226,591,2
3409,483,637,3
3410,21,1182,3
3411,242,1415,5
3412,468,1393,4
3413,442,316,2
3414,465,1377,1
3415,373,906,5
3416,433,999,4
3417,62,378,1
3418,403,1359,3
3419,105,617,2
3420,295,574,5
3421,472,933,3
3422,397,1062,2
3423,500,598,3
3424,30,245,4
3425,75,1648,3
3426,299,1293,5
3427,15,291,4
3428,14,209,3
3429,351,323,3
3430,142,716,5
3431,468,425,5
3432,291,993,5
3433,50,300,3
3434,19,1835,2
3435,292,415,3
3436,372,211,4
3437,195,1117,5
3438,134,1027,1
3439,89,1814,4
3440,411,1621,5
3441,318,628,2
3442,334,1991,1
3443,19,1986,4
3444,367,1771,5
3445,284,515,2
3446,302,843,3
3447,106,443,5
3448,346,435,1
3449,118,518,2
3450,107,1888,5
3451,397,783,5
3452,103,1519,2
3453,167,649,3
3454,193,903,1
3455,227,1322,3
3456,262,183,4
3457,337,205,5
3458,366,749,3
3459,150,1909,5
3460,288,393,4
3461,460,456,2
3462,421,1701,3
3463,383,979,4
3464,245,141,4
3465,332,1310,1
3466,365,1914,1
3467,495,893,4
3468,332,2,3
3469,420,525,5
3470,140,103,1
3471,265,1243,3
3472,77,1900,3
3473,420,851,2
3474,127,293,3
3475,280,1623,2
3476,130,329,5
3477,349,406,2
3478,470,1906,5
3479,259,82,4
3480,122,97,1
3481,113,705,2
3482,407,166,5
3483,53,1637,3
3484,240,1432,4
3485,399,603,3
3486,113,1902,3
3487,36,1202,1
3488,78,972,1
3489,488,1053,1
3490,144,1413,1
3491,52,130,1
3492,216,1547,4
3493,193,1987,5
3494,306,794,2
3495,351,1572,2
3496,204,302,3
3497,3,247,1
3498,233,1285,1
3499,359,1604,5
3500,6,242,5
3501,143,1627,3
3502,389,119,4
3503,105,1584,1
3504,77,150,1
3505,322,542,2
3506,104,1428,2
3507,40,802,1
3508,67,1131,3
3509,83,1619,5
3510,287,518,5
3511,124,173,1
3512,98,154,2
3513,289,1486,2
3514,36,191,3
3515,351,1719,1
3516,232,566,4
3517,120,172,4
3518,391,696,5
3519,227,1355,4
3520,118,1241,2
3521,333,69,2
3522,75,675,5
3523,45,903,5
3524,66,1434,4
3525,213,97,4
3526,333,1536,1
3527,235,852,1
3528,7,748,3
3529,274,198,4
3530,69,962,3
3531,95,1288,4
3532,246,445,4
3533,205,1723,5
3534,44,835,1
3535,60,1767,3
3536,5,1322,4
3537,383,1330,3
3538,218,1222,1
3539,121,734,3
3540,231,123,2
3541,249,241,5
3542,166,493,5
3543,355,371,4
3544,330,1604,1
3545,46,314,4
3546,121,914,4
3547,399,771,5
3548,79,490,2
3549,247,192,5
3550,85,1629,1
3551,29,1300,3
3552,336,1991,2
3553,151,1764,1
3554,329,1104,1
3555,143,1896,2
3556,434,1945,3
3557,388,1303,2
3558,463,1951,1
3559,203,113,3
3560,219,1632,3
3561,286,998,1
3562,410,1021,5
3563,174,1365,5
3564,231,1490,1
3565,114,968,3
3566,12,1760,3
3567,389,1945,2
3568,35,1053,1
3569,315,685,5
3570,159,1613,2
3571,119,400,4
3572,342,1929,3
3573,145,1769,3
3574,229,530,5
3575,321,1223,2
3576,311,175,3
3577,474,1928,4
3578,393,1776,4
3579,319,791,1
3580,295,1681,3
3581,125,290,1
3582,12,766,1
3583,160,883,3
3584,56,1314,2
3585,5,975,4
3586,476,249,2
3587,321,1829,5
3588,14,1346,4
3589,419,1860,3
3590,373,877,1
3591,391,1965,3
3592,51,1921,3
3593,409,1931,3
3594,224,1867,3
3595,201,140,1
3596,443,1790,2
3597,154,1932,2
3598,463,782,2
3599,265,1580,4
3600,148,22,2
3601,398,1078,3
3602,230,303,4
3603,200,1933,2
3604,364,490,5
3605,301,1521,5
3606,98,1716,5
3607,330,1196,1
3608,159,1075,3
3609,198,883,3
3610,496,852,3
3611,73,955,4
3612,40,110,4
3613,444,1250,2
3614,394,485,3
3615,284,41,3
3616,6,308,3
3617,229,1573,3
3618,219,420,2
3619,426,282,1
3620,124,321,4
3621,121,147,1
3622,111,713,2
3623,360,778,5
3624,272,243,1
3625,500,380,2
3626,347,1692,4
3627,206,1763,5
3628,183,721,3
3629,400,767,3
3630,492,1352,4
3631,448,208,2
3632,7,1938,4
3633,71,1625,1
3634,234,853,3
3635,251,620,5
3636,71,197,4
3637,288,1652,2
3638,222,1659,4
3639,463,1915,5
3640,304,589,3
3641,156,175,2
3642,119,429,2
3643,362,1187,4
3644,114,990,5
3645,405,1263,3
3646,143,428,3
3647,296,266,4
3648,162,631,1
3649,250,378,2
3650,308,530,2
3651,342,1237,5
3652,401,395,1
3653,380,991,1
3654,73,1418,4
3655,500,1746,5
3656,84,857,4
3657,455,387,1
3658,150,1349,3
3659,343,94,3
3660,422,1187,3
3661,188,1947,4
3662,33,1994,1
3663,479,887,1
3664,11,1038,4
3665,158,59,2
3666,19,655,1
3667,432,1966,2
3668,459,145,5
3669,382,1151,2
3670,387,1785,2
3671,121,684,3
3672,444,1709,3
3673,374,819,4
3674,468,1397,1
3675,322,375,5
3676,87,908,1
3677,242,1617,2
3678,440,330,5
3679,409,627,1
3680,407,414,5
3681,172,1145,1
3682,430,1074,3
3683,113,1548,4
3684,366,662,4
3685,192,607,1
3686,453,896,2
3687,74,517,2
3688,33,580,1
3689,87,623,4
3690,311,164,2
3691,120,128,3
3692,481,1728,4
3693,160,275,5
3694,437,1186,2
3695,198,1639,4
3696,434,1946,4
3697,404,578,3
3698,279,1590,5
3699,482,1787,3
3700,450,1623,3
3701,445,251,2
3702,6,198,4
3703,286,1372,1
3704,367,6,5
3705,18,809,5
3706,372,946,5
3707,495,1803,3
3708,321,278,4
3709,371,918,4
3710,64,1842,5
3711,15,288,1
3712,64,1769,1
3713,483,653,3
3714,325,62,3
3715,209,578,4
3716,362,761,5
3717,401,1108,4
3718,86,1145,3
3719,290,405,4
3720,148,403,2
3721,45,1678,5
3722,357,178,1
3723,476,1541,1
3724,417,1975,4
3725,263,877,3
3726,353,1457,1
3727,485,171,3
3728,171,581,3
3729,275,839,2
3730,346,1120,4
3731,47,1853,3
3732,169,1375,1
3733,73,1515,3
3734,151,53,4
3735,43,63,1
3736,34,1508,1
3737,275,723,4
3738,377,1038,3
3739,392,1343,4
3740,279,607,2
3741,116,530,4
3742,6,1587,3
3743,418,761,2
3744,479,768,4
3745,58,1014,5
3746,10,1703,4
3747,288,1246,3
3748,118,1809,4
3749,272,1777,4
3750,87,1579,5
3751,427,557,2
3752,268,1143,2
3753,101,250,2
3754,299,1221,3
3755,164,829,2
3756,21,890,2
3757,54,1199,5
3758,10,1623,3
3759,496,899,3
3760,266,1468,2
3761,373,583,5
3762,79,1807,1
3763,189,992,1
3764,495,906,2
3765,281,487,5
3766,160,1795,4
3767,204,1325,2
3768,282,1280,1
3769,458,37,1
3770,296,1079,4
3771,329,500,5
3772,435,183,4
3773,420,713,1
3774,9,1784,1
3775,378,221,5
3776,173,1805,3
3777,234,1308,3
3778,78,1219,2
3779,32,560,1
3780,21,1279,3
3781,346,1174,3
3782,244,683,3
3783,129,989,1
3784,67,473,5
3785,88,1907,3
3786,45,486,3
3787,91,1393,4
3788,131,602,3
3789,36,1731,3
3790,51,1332,2
3791,383,811,4
3792,8,11,4
3793,76,443,4
3794,8,663,4
3795,169,127,1
3796,14,1797,3
3797,467,751,2
3798,403,1853,5
3799,6,446,1
3800,384,85,1
3801,364,1158,3
3802,119,617,1
3803,235,214,2
3804,57,1525,2
3805,251,1531,2
3806,87,257,2
3807,232,1465,3
3808,288,1480,1
3809,166,1815,2
3810,468,1441,1
3811,351,841,3
3812,495,4,3
3813,321,1988,4
3814,387,710,1
3815,83,76,1
3816,271,945,4
3817,465,21,2
3818,156,1955,2
3819,210,1119,5
3820,415,1023,2
3821,322,1238,4
3822,401,22,4
3823,339,16,1
3824,195,1230,2
3825,429,1702,5
3826,464,1990,5
3827,195,1423,2
3828,18,71,5
3829,331,1587,5
3830,385,15,1
3831,465,953,3
3832,221,1186,2
3833,437,817,3
3834,206,1223,5
3835,168,128,3
3836,169,832,2
3837,172,903,3
3838,199,1082,4
3839,323,116,1
3840,244,1494,2
3841,282,142,4
3842,243,191,2
3843,282,197,3
3844,129,419,4
3845,368,822,5
3846,118,1676,4
3847,85,48,2
3848,416,1027,3
3849,88,1493,3
3850,122,141,1
3851,460,612,4
3852,264,181,2
3853,399,617,4
3854,410,37,2
3855,152,1437,5
3856,394,1771,1
3857,241,1765,2
3858,5,788,3
3859,254,1887,4
3860,193,924,2
3861,172,1116,5
3862,229,429,2
3863,395,580,4
3864,253,408,1
3865,130,438,1
3866,102,831,1
3867,15,1415,2
3868,29,1095,4
3869,339,1970,4
3870,352,926,5
3871,221,1569,2
3872,28,1399,1
3873,464,1261,5
3874,460,534,2
3875,191,28,4
3876,118,987,2
3877,426,1,1
3878,364,1879,2
3879,339,1735,1
3880,424,433,5
3881,80,1356,3
3882,372,299,2
3883,44,8,4
3884,166,1231,2
3885,159,1918,5
3886,330,458,2
3887,498,1127,2
3888,61,1696,5
3889,428,1676,3
3890,131,400,2
3891,143,894,5
3892,115,453,5
3893,325,199,5
3894,113,533,3
3895,75,1396,1
3896,422,952,3
3897,181,442,5
3898,478,1457,2
3899,288,773,5
3900,277,579,2
3901,75,516,1
3902,73,1464,5
3903,435,1343,3
3904,71,485,3
3905,399,1955,3
3906,124,1409,5
3907,362,1871,3
3908,2,448,1
3909,260,810,4
3910,14,1737,5
3911,371,842,3
3912,36,1846,5
3913,344,1609,1
3914,377,491,1
3915,176,700,4
3916,79,1661,3
3917,400,683,2
3918,24,1680,4
3919,146,179,4
3920,45,801,1
3921,401,489,5
3922,14,1260,3
3923,222,1044,3
3924,387,1550,2
3925,434,1758,5
3926,233,418,5
3927,133,308,2
3928,301,704,4
3929,307,70,1
3930,476,1023,5
3931,46,1890,5
3932,170,1306,2
3933,202,1075,5
3934,255,1768,2
3935,112,891,4
3936,483,1183,2
3937,321,1246,4
3938,184,221,3
3939,487,471,4
3940,479,1120,2
3941,167,581,2
3942,469,1723,1
3943,304,73,2
3944,454,1954,5
3945,162,909,3
3946,414,184,3
3947,492,1292,1
3948,396,228,3
3949,216,149,4
3950,173,1441,1
3951,179,403,4
3952,159,657,2
3953,59,868,5
3954,65,966,5
3955,104,1522,3
3956,8,396,5
3957,333,1942,2
3958,397,850,2
3959,21,868,1
3960,454,143,1
3961,401,328,4
3962,87,612,2
3963,476,1925,5
3964,13,902,5
3965,403,978,1
3966,93,277,4
3967,227,1970,1
3968,365,1881,5
3969,130,1997,2
3970,454,396,1
3971,481,894,1
3972,486,1040,1
3973,123,374,2
3974,303,147,1
3975,322,1086,2
3976,396,776,3
3977,416,311,5
3978,122,1179,1
3979,44,1738,4
3980,65,1309,1
3981,331,1237,1
3982,271,778,5
3983,120,906,2
3984,383,766,3
3985,500,613,5
3986,469,1476,2
3987,346,1201,4
3988,19,1166,1
3989,455,1140,2
3990,366,1498,4
3991,291,35,2
3992,136,1167,2
3993,384,450,4
3994,182,64,3
3995,44,123,4
3996,341,466,3
3997,358,981,1
3998,20,301,3
3999,281,68,1
4000,403,1235,2
4001,393,730,3
4002,217,629,5
4003,18,1640,1
4004,425,936,5
4005,31,460,4
4006,289,1406,4
4007,289,786,1
4008,484,1296,3
4009,220,519,2
4010,34,1173,2
4011,43,1982,1
4012,227,1853,2
4013,413,1747,5
4014,23,220,3
4015,61,1797,4
4016,223,1160,5
4017,453,1633,3
4018,4,1890,1
4019,137,1350,3
4020,483,1850,1
4021,492,467,1
4022,13,106,4
4023,265,1827,1
4024,172,693,3
4025,305,1457,1
4026,200,1045,5
4027,320,1361,3
4028,490,191,2
4029,35,1964,4
4030,187,244,2
4031,269,1585,3
4032,174,1226,5
4033,345,1667,2
4034,82,1119,3
4035,206,1356,3
4036,300,545,4
4037,355,743,3
4038,137,823,4
4039,90,1279,1
4040,53,436,5
4041,175,557,4
4042,36,352,1
4043,114,100,1
4044,367,1906,1
4045,94,1747,4
4046,326,321,3
4047,345,694,2
4048,32,480,3
4049,432,1998,2
4050,175,1377,5
4051,78,1351,3
4052,245,1890,1
4053,1,53,3
4054,292,126,2
4055,162,702,2
4056,436,525,1
4057,258,1277,2
4058,393,641,2
4059,136,175,5
4060,444,533,3
4061,45,862,1
4062,31,254,4
4063,259,231,1
4064,277,115,4
4065,244,1274,3
4066,348,671,4
4067,245,631,3
4068,288,1145,4
4069,463,1057,2
4070,256,1087,1
4071,238,129,5
4072,59,549,2
4073,71,1784,2
4074,337,1214,5
4075,172,1433,1
4076,225,494,5
4077,493,159,2
4078,172,1223,2
4079,211,903,2
4080,299,943,2
4081,435,214,5
4082,262,413,2
4083,19,460,5
4084,424,649,3
4085,461,1874,1
4086,193,892,2
4087,189,1555,4
4088,492,1328,5
4089,491,99,4
4090,282,1199,5
4091,15,1039,1
4092,114,622,2
4093,147,793,5
4094,261,539,4
4095,464,985,5
4096,416,702,4
4097,495,1201,4
4098,367,40,4
4099,304,1389,5
4100,411,264,3
4101,478,1855,1
4102,485,1655,2
4103,260,1860,2
4104,78,425,5
4105,275,1289,5
4106,263,291,5
4107,116,330,3
4108,442,13,4
4109,69,374,3
4110,174,90,4
4111,166,1131,1
4112,173,909,3
4113,400,578,2
4114,256,1251,1
4115,393,1560,4
4116,460,1164,4
4117,197,334,1
4118,238,750,4
4119,463,1927,5
4120,89,1057,4
4121,115,153,1
4122,103,1362,5
4123,123,206,1
4124,294,742,3
4125,236,788,1
4126,92,757,1
4127,414,1746,1
4128,146,778,4
4129,208,1409,3
4130,327,357,5
4131,374,925,2
4132,471,1499,4
4133,389,940,2
4134,463,20,1
4135,215,1565,2
4136,139,39,1
4137,417,464,3
4138,181,581,2
4139,340,288,2
4140,432,1630,3
4141,83,1956,3
4142,270,1152,3
4143,488,1806,4
4144,413,624,4
4145,59,1677,5
4146,493,1232,4
4147,291,507,4
4148,193,1262,3
4149,454,1373,5
4150,374,197,1
4151,93,1434,4
4152,413,546,1
4153,398,985,3
4154,218,844,5
4155,232,1220,3
4156,133,533,1
4157,123,478,2
4158,30,1579,3
4159,317,362,2
4160,211,1747,5
4161,418,567,4
4162,374,1687,4
4163,159,121,1
4164,465,661,5
4165,97,460,3
4166,57,1049,5
4167,319,1682,1
4168,257,899,1
4169,6,1252,2
4170,81,1342,4
4171,494,885,4
4172,329,835,4
4173,322,1056,3
4174,424,686,3
4175,213,414,1
4176,141,1170,1
4177,413,1812,5
4178,38,1741,4
4179,2,1513,1
4180,312,1447,5
4181,500,243,1
4182,35,1806,1
4183,258,647,2
4184,90,954,3
4185,299,419,1
4186,139,957,4
4187,108,549,3
4188,138,192,1
4189,149,1378,3
4190,28,938,2
4191,229,32,4
4192,115,1536,3
4193,309,615,5
4194,59,739,4
4195,280,758,5
4196,121,1257,3
4197,450,958,3
4198,487,447,2
4199,271,1616,4
4200,490,1618,2
4201,47,796,5
4202,417,1393,2
4203,224,1402,3
4204,407,713,5
4205,357,1325,5
4206,216,1378,1
4207,159,1622,3
4208,112,929,1
4209,414,1178,4
4210,498,1068,3
4211,272,890,4
4212,435,1534,3
4213,84,383,1
4214,179,525,2
4215,419,1383,4
4216,118,53,5
4217,212,844,2
4218,370,132,4
4219,253,953,2
4220,80,881,5
4221,461,1277,1
4222,220,763,3
4223,165,1546,2
4224,386,728,5
4225,447,271,4
4226,260,1217,2
4227,116,1650,3
4228,122,1075,4
4229,161,717,1
4230,87,1883,3
4231,327,1651,2
4232,267,464,2
4233,111,1662,1
4234,306,733,1
4235,330,1377,3
4236,207,585,5
4237,58,1914,4
4238,277,1638,3
4239,146,138,1
4240,342,1429,1
4241,220,1642,1
4242,174,1693,3
4243,327,459,1
4244,389,1119,1
4245,400,1495,3
4246,43,1596,2
4247,226,692,3
4248,281,132,5
4249,357,1646,2
4250,18,651,4
4251,335,1728,2
4252,327,1539,4
4253,149,1284,3
4254,80,83,2
4255,277,637,3
4256,180,274,1
4257,28,1356,2
4258,164,1508,3
4259,245,1107,4
4260,92,1778,5
4261,83,54,3
4262,26,576,5
4263,478,701,4
4264,422,1485,4
4265,183,169,4
4266,309,1488,4
4267,7,1146,5
4268,91,11,5
4269,497,777,1
4270,405,1563,5
4271,454,1652,3
4272,392,974,1
4273,61,367,5
4274,261,100,2
4275,225,1917,5
4276,225,1172,1
4277,159,1816,3
4278,199,1750,1
4279,421,521,3
4280,26,1529,4
4281,134,285,1
4282,350,545,4
4283,243,806,1
4284,254,1054,2
4285,452,743,1
4286,114,1982,1
4287,191,1542,4
4288,24,21,3
4289,419,1477,2
4290,334,1290,4
4291,382,1909,5
4292,146,646,5
4293,248,1326,1
4294,468,1311,2
4295,351,737,4
4296,310,1330,1
4297,420,873,1
4298,413,1219,3
4299,326,1938,2
4300,325,923,2
4301,486,1191,1
4302,33,560,1
4303,328,1399,2
4304,196,1657,2
4305,373,132,4
4306,5,32,3
4307,278,1012,5
4308,463,404,2
4309,323,1239,2
4310,287,251,2
4311,262,1900,5
4312,54,1487,3
4313,317,1521,1
4314,5,228,1
4315,269,1403,4
4316,365,1233,1
4317,38,1035,3
4318,471,452,4
4319,138,1650,1
4320,317,741,5
4321,149,305,2
4322,139,1489,5
4323,303,945,2
4324,490,948,3
4325,393,501,1
4326,262,73,2
4327,152,1159,5
4328,325,687,3
4329,309,574,4
4330,146,1860,3
4331,306,1864,2
4332,406,1166,5
4333,423,1165,1
4334,440,1591,5
4335,174,985,5
4336,469,1921,3
4337,25,1674,1
4338,274,1847,1
4339,495,1308,1
4340,428,36,2
4341,221,248,4
4342,375,1504,4
4343,436,65,5
4344,84,618,3
4345,22,1925,5
4346,402,1065,4
4347,158,790,1
4348,437,1184,5
4349,239,620,5
4350,470,530,2
4351,244,276,1
4352,312,84,1
4353,218,398,3
4354,367,120,5
4355,122,1983,2
4356,211,789,5
4357,486,480,2
4358,108,952,1
4359,357,485,3
4360,115,1347,4
4361,330,1899,2
4362,346,1245,1
4363,75,180,2
4364,427,1796,5
4365,380,1419,5
4366,27,1105,4
4367,418,1443,4
4368,351,820,1
4369,375,334,5
4370,387,333,2
4371,260,1823,5
4372,317,1999,4
4373,180,27,3
4374,176,759,5
4375,185,1091,3
4376,23,522,1
4377,387,550,1
4378,30,740,2
4379,23,1247,5
4380,160,258,3
4381,433,1530,5
4382,306,1242,1
4383,281,1330,5
4384,262,1842,1
4385,159,445,5
4386,245,1975,5
4387,103,283,2
4388,420,1630,2
4389,24,861,4
4390,106,616,1
4391,31,1191,5
4392,345,1323,3
4393,291,415,4
4394,43,1714,3
4395,35,746,3
4396,498,197,5
4397,447,468,3
4398,274,359,3
4399,236,1716,4
4400,173,1403,3
4401,350,1941,1
4402,278,1004,2
4403,222,1113,3
4404,235,19,5
4405,52,1814,2
4406,137,297,3
4407,280,1811,5
4408,174,88,3
4409,416,1654,4
4410,463,360,4
4411,42,924,2
4412,287,947,3
4413,11,580,3
4414,352,335,4
4415,308,1581,2
4416,210,980,4
4417,47,311,3
4418,203,316,2
4419,215,502,5
4420,220,599,2
4421,201,1684,5
4422,407,1002,2
4423,230,1235,2
4424,353,1260,3
4425,412,547,4
4426,458,721,3
4427,312,779,1
4428,214,1593,2
4429,406,1157,3
4430,208,1362,5
4431,262,1255,2
4432,156,330,4
4433,453,1634,5
4434,170,1734,5
4435,103,1856,2
4436,342,654,3
4437,142,186,2
4438,301,1145,2
4439,147,1691,2
4440,191,1985,1
4441,31,994,4
4442,150,855,2
4443,353,1144,5
4444,45,1456,5
4445,222,440,3
4446,55,1583,5
4447,16,1338,1
4448,377,1176,4
4449,52,230,1
4450,37,788,1
4451,278,1677,2
4452,178,1972,3
4453,231,1079,4
4454,7,723,3
4455,416,542,5
4456,499,352,1
4457,463,1291,2
4458,290,822,4
4459,290,1682,5
4460,426,267,1
4461,127,1718,1
4462,408,1404,4
4463,116,1967,4
4464,74,1587,3
4465,27,1527,5
4466,121,1351,1
4467,174,1427,3
4468,348,1186,5
4469,194,1600,1
4470,304,302,3
4471,12,1453,1
4472,219,1778,4
4473,339,743,4
4474,337,1917,4
4475,293,1493,1
4476,408,1402,3
4477,72,1542,4
4478,96,600,5
4479,226,1100,5
4480,279,947,5
4481,493,613,1
4482,25,199,3
4483,292,1653,2
4484,36,545,5
4485,406,1804,1
4486,122,1943,5
4487,212,382,5
4488,387,18,1
4489,426,635,5
4490,138,11,2
4491,116,1801,3
4492,156,1567,4
4493,64,1372,1
4494,5,991,5
4495,155,821,1
4496,39,1249,2
4497,274,1034,2
4498,286,710,4
4499,314,1970,3
4500,451,1474,5
4501,139,1004,3
4502,335,669,2
4503,294,914,1
4504,120,1658,4
4505,194,380,2
4506,437,1591,3
4507,14,182,5
4508,229,1730,2
4509,102,1987,2
4510,404,1687,5
4511,234,263,2
4512,420,708,2
4513,427,568,5
4514,137,1081,4
4515,164,243,4
4516,334,1442,2
4517,100,809,2
4518,273,213,5
4519,250,1546,4
4520,156,615,5
4521,452,1746,5
4522,130,1746,3
4523,157,673,4
4524,222,1098,5
4525,55,280,1
4526,18,926,3
4527,86,1638,5
4528,98,1137,3
4529,15,293,4
4530,252,670,5
4531,327,1610,1
4532,393,860,5
4533,319,1981,5
4534,207,178,4
4535,464,580,3
4536,338,397,3
4537,247,349,2
4538,346,909,3
4539,87,850,1
4540,16,419,3
4541,344,1723,4
4542,299,1715,1
4543,352,1114,1
4544,206,107,5
4545,243,1907,5
4546,434,459,3
4547,244,1122,3
4548,477,633,2
4549,268,189,3
4550,486,291,2
4551,110,1258,1
4552,149,863,2
4553,443,1652,4
4554,69,1801,3
4555,485,680,5
4556,321,1457,1
4557,344,1227,3
4558,39,1230,2
4559,477,1400,5
4560,96,418,3
4561,439,1864,1
4562,193,1653,3
4563,230,39,1
4564,387,615,4
4565,278,1513,5
4566,411,622,2
4567,225,1666,1
4568,101,201,2
4569,80,324,2
4570,287,141,3
4571,428,1925,4
4572,421,1266,4
4573,152,1093,3
4574,481,585,1
4575,154,1470,4
4576,454,1597,3
4577,47,1648,3
4578,306,49,1
4579,290,401,1
4580,500,2,3
4581,107,61,3
4582,424,322,3
4583,96,1478,3
4584,409,1056,3
4585,151,987,5
4586,406,1526,4
4587,60,357,5
4588,447,265,5
4589,308,1039,5
4590,99,1336,2
4591,463,1016,3
4592,230,1910,4
4593,230,1228,4
4594,456,974,4
4595,462,1297,2
4596,301,1289,5
4597,264,419,4
4598,3,765,2
4599,289,1997,2
4600,195,890,3
4601,69,1447,5
4602,91,1866,2
4603,320,368,1
4604,373,657,1
4605,245,239,5
4606,340,274,4
4607,383,635,2
4608,329,583,1
4609,320,494,2
4610,396,1482,1
4611,240,1662,3
4612,459,313,5
4613,247,1893,2
4614,152,200,5
4615,126,1151,1
4616,290,319,2
4617,295,275,2
4618,274,1085,2
4619,297,317,1
4620,4,897,4
4621,252,1246,3
4622,76,21,5
4623,347,1269,2
4624,43,1960,1
4625,210,1295,1
4626,37,1998,3
4627,269,960,5
4628,291,827,4
4629,400,1537,3
4630,194,1718,5
